Match_No,Match,Team,Bowler,Over,Balls,Deliveries,Maiden,Run,Wicket,ECON,0s,4s,6s,WD,NB
24,CSK vs RCB,CSK,Moeen Ali,1,0,6,0,13,1,13.00,3,0,2,0,0
25,MI vs SRH,SRH,Bhuvneshwar,4,0,24,0,31,1,7.75,8,1,2,0,0
25,MI vs SRH,SRH,Marco Jansen,4,0,24,0,43,2,10.75,11,3,4,1,0
25,MI vs SRH,SRH,Washington Sundar,4,0,24,0,33,0,8.25,10,4,1,0,0
25,MI vs SRH,SRH,T Natarajan,4,0,24,0,50,1,12.50,3,7,1,0,0
25,MI vs SRH,SRH,Markande,4,0,24,0,35,0,8.75,9,4,1,1,0
25,MI vs SRH,MI,Arjun Tendulkar,2,5,17,0,18,1,6.35,9,2,0,3,0
25,MI vs SRH,MI,Jason Behrendorff,4,0,24,0,37,2,9.25,7,5,0,1,0
25,MI vs SRH,MI,Riley Meredith,4,0,24,0,33,2,8.25,10,3,1,3,0
25,MI vs SRH,MI,Hrithik Shokeen,1,0,6,0,12,0,12.00,1,0,1,0,0
25,MI vs SRH,MI,Piyush Chawla,4,0,24,0,43,2,10.75,5,4,2,0,0
25,MI vs SRH,MI,Cameron Green,4,0,24,0,29,1,7.25,9,4,0,1,0
26,LSG vs RR,RR,Boult,4,0,24,1,16,1,4.00,18,1,1,0,0
26,LSG vs RR,RR,Sandeep Sharma,4,0,24,0,32,1,8.00,8,4,0,0,1
26,LSG vs RR,RR,Ashwin,4,0,24,0,23,2,5.75,9,2,0,1,0
26,LSG vs RR,RR,Chahal,4,0,24,0,41,0,10.25,5,3,2,0,0
26,LSG vs RR,RR,Holder,4,0,24,0,38,1,9.50,7,3,2,0,0
26,LSG vs RR,LSG,Naveen-ul-Haq,4,0,24,0,19,0,4.75,11,0,1,1,0
26,LSG vs RR,LSG,Yudhvir Singh Charak,2,0,12,0,27,0,13.50,6,2,2,1,0
26,LSG vs RR,LSG,Avesh Khan,4,0,24,0,25,3,6.25,12,4,0,0,0
26,LSG vs RR,LSG,Marcus Stoinis,4,0,24,0,28,2,7.00,11,3,1,0,0
26,LSG vs RR,LSG,Ravi Bishnoi,4,0,24,0,25,0,6.25,8,2,0,0,1
26,LSG vs RR,LSG,Amit Mishra,2,0,12,0,15,0,7.50,3,2,0,0,0
27,RCB vs PK,PK,Arshdeep Singh,4,0,24,0,34,1,8.50,8,5,0,1,0
27,RCB vs PK,PK,Harpreet Brar,3,0,18,0,31,2,10.33,7,1,3,0,0
27,RCB vs PK,PK,Nathan Ellis,4,0,24,0,41,1,10.25,8,2,3,1,0
27,RCB vs PK,PK,Sam Curran (c),4,0,24,0,27,0,6.75,6,1,0,0,1
27,RCB vs PK,PK,Rahul Chahar,4,0,24,0,24,0,6.00,7,2,0,0,0
27,RCB vs PK,PK,Livingstone,1,0,6,0,9,0,9.00,0,1,0,0,0
27,RCB vs PK,RCB,Mohammed Siraj,4,0,24,0,21,4,5.25,13,3,0,0,0
27,RCB vs PK,RCB,Wayne Parnell,3,0,18,0,32,1,10.66,9,1,4,0,0
27,RCB vs PK,RCB,Wanindu Hasaranga,4,0,24,0,39,2,9.75,7,2,3,0,0
27,RCB vs PK,RCB,Vijaykumar Vyshak,3,0,18,0,29,0,9.66,6,2,2,1,0
27,RCB vs PK,RCB,Glenn Maxwell,1,0,6,0,5,0,5.00,1,0,0,0,0
27,RCB vs PK,RCB,Harshal Patel,3,2,20,0,22,1,6.60,10,1,1,1,1
28,KKR vs DC,DC,Ishant,4,0,24,0,19,2,4.75,13,2,0,1,0
28,KKR vs DC,DC,Mukesh Kumar,4,0,24,0,34,1,8.50,15,2,3,4,0
28,KKR vs DC,DC,Nortje,4,0,24,0,20,2,5.00,16,3,0,2,0
28,KKR vs DC,DC,Axar,3,0,18,0,13,2,4.33,12,2,0,0,0
28,KKR vs DC,DC,Mitchell Marsh,2,0,12,0,25,0,12.50,2,1,2,2,0
28,KKR vs DC,DC,Kuldeep Yadav,3,0,18,0,15,2,5.00,9,0,1,1,0
28,KKR vs DC,KKR,Umesh Yadav,1,0,6,0,6,0,6.00,3,1,0,0,0
28,KKR vs DC,KKR,Kulwant Khejroliya,1,2,8,0,20,0,15.00,2,3,0,0,1
28,KKR vs DC,KKR,Andre Russell,1,0,6,0,12,0,12.00,3,2,0,0,1
28,KKR vs DC,KKR,Sunil Narine,4,0,24,0,36,0,9.00,7,6,0,1,0
28,KKR vs DC,KKR,Varun Chakaravarthy,4,0,24,1,16,2,4.00,14,2,0,0,0
28,KKR vs DC,KKR,Anukul Roy,4,0,24,0,19,2,4.75,13,2,0,2,0
28,KKR vs DC,KKR,Nitish Rana (c),4,0,24,0,17,2,4.25,10,1,0,0,0
29,SRH vs CSK,CSK,Akash Singh,3,0,18,0,17,1,5.66,10,1,1,0,0
