Match_No,Match,Team,Batsman,Out,Runs,Balls,4s,6s,Strike_Rate
Qualifier 1,CSK vs GT,CSK,Ajinkya Rahane,Yes,17,10,0,1,170
Qualifier 1,CSK vs GT,CSK,Rayudu,Yes,17,9,1,1,188.89
Qualifier 1,CSK vs GT,CSK,Ravindra Jadeja,Yes,22,16,2,0,137.5
Qualifier 1,CSK vs GT,CSK,Dhoni (c & wk),Yes,1,2,0,0,50
Qualifier 1,CSK vs GT,CSK,Moeen,No,9,4,0,1,225
Qualifier 1,CSK vs GT,GT,Wriddhiman Saha (wk),Yes,12,11,2,0,109.09
Qualifier 1,CSK vs GT,GT,Shubman Gill,Yes,42,38,4,1,110.53
Qualifier 1,CSK vs GT,GT,Hardik Pandya (c),Yes,8,7,1,0,114.29
Qualifier 1,CSK vs GT,GT,Dasun Shanaka,Yes,17,16,1,1,106.25
Qualifier 1,CSK vs GT,GT,David Miller,Yes,4,6,0,0,66.67
Qualifier 1,CSK vs GT,GT,Vijay Shankar,Yes,14,10,0,1,140
Qualifier 1,CSK vs GT,GT,Rahul Tewatia,Yes,3,5,0,0,60
Qualifier 1,CSK vs GT,GT,Rashid Khan,Yes,30,16,3,2,187.5
Qualifier 1,CSK vs GT,GT,Darshan Nalkande,Yes,0,1,0,0,0
Qualifier 1,CSK vs GT,GT,Noor Ahmad,No,7,5,1,0,140
Qualifier 1,CSK vs GT,GT,Mohammed Shami,Yes,5,5,1,0,100
Eliminator,MI vs LSG,MI,Ishan Kishan (wk),Yes,15,12,3,0,125
Eliminator,MI vs LSG,MI,Rohit (c),Yes,11,10,1,1,110
Eliminator,MI vs LSG,MI,Green,Yes,41,23,6,1,178.26
Eliminator,MI vs LSG,MI,Suryakumar Yadav,Yes,33,20,2,2,165
Eliminator,MI vs LSG,MI,Tilak Varma,Yes,26,22,0,2,118.18
Eliminator,MI vs LSG,MI,Tim David,Yes,13,13,1,0,100
Eliminator,MI vs LSG,MI,Nehal Wadhera,Yes,23,12,2,2,191.67
Eliminator,MI vs LSG,MI,Chris Jordan,Yes,4,7,0,0,57.14
Eliminator,MI vs LSG,MI,Hrithik Shokeen,No,0,1,0,0,0
Eliminator,MI vs LSG,LSG,Kyle Mayers,Yes,18,13,3,0,138.46
Eliminator,MI vs LSG,LSG,Prerak Mankad,Yes,3,6,0,0,50
Eliminator,MI vs LSG,LSG,Krunal Pandya (c),Yes,8,11,1,0,72.73
Eliminator,MI vs LSG,LSG,Marcus Stoinis,Yes,40,27,5,1,148.15
Eliminator,MI vs LSG,LSG,Ayush Badoni,Yes,1,7,0,0,14.29
Eliminator,MI vs LSG,LSG,Nicholas Pooran (wk),Yes,0,1,0,0,0
Eliminator,MI vs LSG,LSG,Deepak Hooda,Yes,15,13,0,1,115.38
Eliminator,MI vs LSG,LSG,Krishnappa Gowtham,Yes,2,3,0,0,66.67
Eliminator,MI vs LSG,LSG,Ravi Bishnoi,Yes,3,6,0,0,50
Eliminator,MI vs LSG,LSG,Naveen-ul-Haq,No,1,5,0,0,20
Eliminator,MI vs LSG,LSG,Mohsin Khan,Yes,0,7,0,0,0
Qualifier 2,GT vs MI,GT,W Saha (wk),Yes,18,16,3,0,112.5
Qualifier 2,GT vs MI,GT,Shubman Gill,Yes,129,60,7,10,215
Qualifier 2,GT vs MI,GT,Sai Sudharsan,Yes,43,31,5,1,138.71
Qualifier 2,GT vs MI,GT,Hardik Pandya (c),No,28,13,2,2,215.38
Qualifier 2,GT vs MI,GT,Rashid Khan,No,5,2,1,0,250
Qualifier 2,GT vs MI,MI,Rohit Sharma (c),Yes,8,7,1,0,114.29
Qualifier 2,GT vs MI,MI,Nehal Wadhera,Yes,4,3,1,0,133.33
Qualifier 2,GT vs MI,MI,Cameron Green,Yes,30,20,2,2,150
Qualifier 2,GT vs MI,MI,Suryakumar Yadav,Yes,61,38,7,2,160.53
Qualifier 2,GT vs MI,MI,Tilak Varma,Yes,43,14,5,3,307.14
Qualifier 2,GT vs MI,MI,Vishnu Vinod,Yes,5,7,0,0,71.43
Qualifier 2,GT vs MI,MI,Tim David,Yes,2,3,0,0,66.67
Qualifier 2,GT vs MI,MI,Chris Jordan,Yes,2,5,0,0,40
Qualifier 2,GT vs MI,MI,Piyush Chawla,Yes,0,2,0,0,0
Qualifier 2,GT vs MI,MI,Kumar Kartikeya,Yes,6,7,1,0,85.71
Qualifier 2,GT vs MI,MI,Jason Behrendorff,No,3,5,0,0,60
Final,CSK vs GT,GT,W Saha (wk),Yes,54,39,5,1,138.46
Final,CSK vs GT,GT,Shubman Gill,Yes,39,20,7,0,195
Final,CSK vs GT,GT,Sai Sudharsan,Yes,96,47,8,6,204.26
Final,CSK vs GT,GT,Hardik Pandya (c),No,21,12,0,2,175
Final,CSK vs GT,GT,Rashid Khan,Yes,0,2,0,0,0
Final,CSK vs GT,CSK,Ruturaj Gaikwad,Yes,26,16,3,1,162.5
Final,CSK vs GT,CSK,Devon Conway,Yes,47,25,4,2,188
Final,CSK vs GT,CSK,Shivam Dube,No,32,21,0,2,152.38
Final,CSK vs GT,CSK,Ajinkya Rahane,Yes,27,13,2,2,207.69
Final,CSK vs GT,CSK,Ambati Rayudu,Yes,19,8,1,2,237.5
Final,CSK vs GT,CSK,MS Dhoni (c & wk),Yes,0,1,0,0,0
Final,CSK vs GT,CSK,Ravindra Jadeja,No,15,6,1,1,250
